user_id,seller_id,prob
630,3955,1.00
630,4659,1.00
635,63,1.00
635,578,1.00
635,3852,1.00
635,4976,1.00
636,791,1.00
636,827,0.90
636,899,1.00
636,1236,1.00
636,1870,1.00
636,3760,1.00
636,4479,1.00
639,1955,0.80
655,2387,0.80
660,1283,1.00
662,1888,0.80
662,2477,0.80
662,4562,0.90
665,743,0.80
681,3089,0.80
689,302,1.00
695,1426,0.90
695,2385,0.90
695,2575,0.90
708,564,0.80
708,801,0.80
708,1280,0.80
708,2116,0.80
708,3554,0.90
708,4828,1.00
714,1844,1.00
714,1974,1.00
714,4803,1.00
717,4966,0.90
725,1986,1.00
742,3173,1.00
745,2173,1.00
745,3280,0.90
762,3460,1.00
762,3663,0.90
762,3706,0.80
764,983,1.00
764,1031,1.00
764,3912,1.00
766,1998,1.00
779,375,0.80
780,1113,1.00
782,1134,0.80
782,3663,1.00
782,3670,1.00
783,2511,0.90
784,628,0.80
788,2273,0.90
788,2403,0.80
788,2876,0.80
788,4304,1.00
793,877,0.80
794,1719,1.00
794,1970,1.00
795,2138,1.00
796,87,1.00
813,3152,1.00
814,2560,0.80
814,3674,0.80
819,4401,0.90
822,3904,0.90
834,3829,1.00
834,4615,1.00
835,791,1.00
835,1698,1.00
835,4869,1.00
835,4974,0.80
841,3460,1.00
841,4871,1.00
843,2199,0.80
845,606,0.80
850,1108,1.00
850,2190,0.90
855,266,0.90
857,1924,1.00
867,2387,0.80
869,2387,0.80
869,4298,0.90
898,684,0.90
898,1445,0.90
898,2268,0.90
898,3578,0.80
902,1601,1.00
905,1605,1.00
912,1526,0.90
924,3757,1.00
927,4773,1.00
929,860,1.00
935,470,1.00
943,3593,0.80
946,4170,1.00
952,3323,0.70
954,1255,1.00
954,2355,1.00
954,3923,1.00
962,925,1.00
962,4387,0.80
962,4704,0.90
962,4966,0.90
972,2116,1.00
988,3561,0.90
988,3910,0.80
1008,2876,1.00
1019,2946,0.80
1025,1043,0.80
1025,3225,0.90
1027,4127,0.80
1027,4760,0.80
1036,121,0.80
1036,158,1.00
1036,437,1.00
1036,2956,0.90
1036,3121,1.00
1036,3392,0.80
1036,3578,1.00
1036,3663,0.80
1036,3828,0.80
1036,4310,0.80
1036,4785,0.80
1044,199,1.00
1044,469,1.00
1044,474,1.00
1044,1102,0.80
1044,2246,0.80
1044,2823,1.00
1044,3695,1.00
1044,3925,1.00
1044,4976,0.90
1050,674,1.00
1065,4064,1.00
1065,4145,1.00
1071,270,0.80
1071,2236,0.80
1071,2468,0.90
1071,2872,1.00
1071,3476,0.80
1071,3821,0.90
1071,3854,0.80
1072,1175,1.00
1072,1867,1.00
1076,612,0.80
1076,1837,0.80
1076,2206,0.80
1076,2676,1.00
1076,4044,0.80
1076,4829,1.00
1080,3557,1.00
1083,3290,1.00
1094,2482,1.00
1095,251,1.00
1095,2418,0.90
1095,4218,0.90
1099,1393,1.00
1099,3627,1.00
1099,4828,1.00
1110,4912,1.00
1117,3460,1.00
1124,3730,1.00
1127,114,0.90
1128,2468,0.80
1128,4770,0.80
1133,682,0.90
1133,1365,1.00
1133,3071,1.00
1133,4143,0.90
1133,4173,1.00
1133,4568,1.00
1133,4976,1.00
1150,3472,1.00
1151,3595,1.00
1151,4427,1.00
1155,2823,1.00
1158,4760,1.00
1167,416,1.00
1180,158,0.80
1180,3433,1.00
1180,4055,1.00
1180,4218,0.90
1180,4752,1.00
1218,1742,0.80
1218,3183,0.80
1221,707,0.80
1221,1551,1.00
1221,4615,1.00
1223,2588,1.00
1232,323,0.80
1232,1660,0.80
1232,4512,0.80
1238,322,1.00
1247,1340,0.80
1252,1673,1.00
1252,4091,0.90
1253,318,1.00
1253,635,1.00
1255,3476,0.80
1259,4310,0.90
1265,4252,0.90
1266,3288,0.90
1268,4198,0.90
1268,4644,1.00
1275,420,1.00
1275,481,0.90
1277,1240,0.80
1278,1457,0.80
1279,1277,0.80
1286,3315,0.80
1289,1411,1.00
1290,1032,1.00
1290,2016,1.00
1290,2897,0.90
1290,2987,1.00
1290,4279,0.80
1302,1535,1.00
1302,3326,1.00
1305,71,0.80
1305,1784,0.80
1305,1867,0.90
1305,2626,0.80
1305,3556,0.80
1305,4106,0.80
1305,4480,1.00
1305,4945,0.80
1309,1203,1.00
1327,643,1.00
1334,1190,0.80
1334,3547,0.80
1347,420,1.00
1347,1785,1.00
1347,2721,1.00
1355,2385,1.00
1366,1358,0.90
1366,1499,0.90
1368,1340,1.00
1368,1457,1.00
1368,2371,1.00
1368,2484,1.00
1368,4391,0.90
1368,4677,1.00
1370,2360,1.00
1370,4042,1.00
1372,4467,1.00
1382,4287,0.80
1382,4680,0.90
1387,3734,1.00
1390,4234,0.80
1391,452,0.80
1396,585,1.00
1396,1461,0.80
1401,4989,1.00
1405,84,1.00
1405,1185,1.00
1405,3427,1.00
1413,977,1.00
1417,1,0.80
1417,3381,1.00
1423,2310,0.80
1423,3760,1.00
1423,4218,1.00
1435,2099,1.00
1436,4257,0.80
1437,962,1.00
1440,1271,0.90
1441,801,0.80
1453,4170,1.00
1454,1487,1.00
1454,2721,1.00
1454,4899,0.80
1454,4924,1.00
1460,3744,0.80
1460,4450,1.00
1460,4597,0.80
1484,1,1.00
1484,444,1.00
1486,4770,1.00
1507,1257,1.00
1507,4963,1.00
1512,3080,1.00
1513,1727,0.90
1515,102,0.80
1522,467,0.80
1525,2124,1.00
1525,2336,0.70
1528,4159,1.00
1530,2959,1.00
1532,131,1.00
1534,1211,1.00
1534,2329,1.00
1534,4325,0.70
1539,1703,0.90
1540,2018,0.90
1550,628,1.00
1550,1102,0.80
1550,1188,1.00
1550,3196,0.80
1550,3767,1.00
1550,3997,1.00
1557,4115,1.00
1568,2387,0.80
1578,1677,1.00
1578,4640,1.00
1579,1970,1.00
1581,1102,0.80
1581,2450,0.80
1581,3491,1.00
1583,606,1.00
1583,1473,0.80
1583,2006,0.90
1583,2140,1.00
1583,2912,0.80
1583,3177,1.00
1583,3698,1.00
1583,4173,1.00
1595,644,1.00
1595,1815,0.80
1606,3990,0.80
1606,4094,0.80
1606,4605,0.90
1606,4832,1.00
1606,4976,0.80
1611,2664,1.00
1613,541,1.00
1617,4210,1.00
1618,1038,1.00
1621,2435,1.00
1624,55,0.80
1624,606,1.00
1624,1113,0.80
1624,1669,0.80
1624,2337,0.80
1624,2593,0.80
1624,2633,0.80
1624,2910,1.00
1624,3205,0.80
1624,4173,0.80
1624,4233,0.80
1624,4469,0.80
1624,4538,0.90
1624,4616,0.80
1624,4752,0.80
1624,4924,0.80
1629,939,0.80
1629,4166,0.80
1630,3729,1.00
1632,2832,0.90
1634,3614,1.00
1636,271,1.00
1637,1457,0.80
1646,3914,1.00
1653,2274,1.00
1654,677,0.90
1654,1472,0.90
1664,3163,1.00
1681,2387,0.80
1689,3958,1.00
1691,4192,0.80
1695,1043,0.80
1697,1131,0.80
1697,2964,1.00
1698,2235,0.90
1703,1929,1.00
1724,3001,0.80
1724,3990,0.80
1730,470,1.00
1730,1757,0.80
1730,1760,1.00
1730,1867,0.80
1730,2215,1.00
1730,4257,1.00
1730,4945,1.00
1733,4265,1.00
1740,4096,1.00
1745,4380,0.80
1748,2639,1.00
1749,4600,1.00
1750,3137,1.00
1750,3663,1.00
1760,848,1.00
1762,2052,0.80
1762,2125,1.00
1762,4048,1.00
1779,3089,1.00
1782,2575,0.90
1782,2582,1.00
1790,706,1.00
1792,2140,0.80
1793,3425,1.00
1798,1063,1.00
1798,4542,0.90
1804,1621,0.90
1805,2176,0.90
1805,3693,0.90
1806,1369,0.80
1806,3154,0.90
1806,3741,0.90
1806,4287,0.80
1812,2813,1.00
1816,1010,1.00
1818,759,1.00
1818,2403,1.00
1827,3455,1.00
1829,361,0.90
1829,1257,1.00
1829,2087,0.90
1836,320,1.00
1836,536,0.90
1836,767,0.80
1836,4719,0.80
1838,2844,1.00
1842,98,1.00
1842,4132,0.80
1844,4079,1.00
1851,1435,1.00
1851,2436,1.00
1851,3213,1.00
1871,2711,0.80
1885,4644,0.90
1898,320,0.80
1908,173,1.00
1908,477,0.90
1910,267,0.80
1910,3141,0.80
1910,4090,0.80
1910,4458,0.80
1910,4945,0.90
1913,1781,1.00
1918,3621,1.00
1920,4708,0.90
1932,3919,1.00
1935,369,0.90
1935,964,1.00
1935,1516,0.90
1935,2383,0.90
1935,3491,1.00
1935,3760,1.00
1935,4740,0.90
1938,1961,1.00
1940,131,1.00
1940,2072,0.90
1940,2572,0.90
1940,2658,0.80
1940,3253,0.90
1940,3472,0.80
1940,3706,0.90
1940,3989,0.90
1942,215,1.00
1942,2676,0.90
1942,2823,0.80
1942,3663,1.00
1943,1455,0.90
1945,1393,1.00
1949,759,0.80
1949,1810,0.80
1949,2183,0.80
1949,4173,0.80
1949,4404,0.80
1949,4752,0.80
1958,1203,1.00
1974,848,0.80
1974,1535,1.00
1974,1897,0.90
1974,2161,1.00
1974,2336,1.00
1974,2567,1.00
1974,2823,1.00
1974,3003,0.80
1974,3263,1.00
1974,3924,0.80
1977,2515,1.00
1981,2420,1.00
1983,1027,0.80
1996,3160,0.80
1999,556,0.90
2011,2387,0.80
2013,2591,0.80
2014,2824,1.00
2015,149,0.80
2015,415,1.00
2015,816,0.90
2018,1246,0.90
2019,1915,1.00
2026,3001,0.80
2029,4374,0.90
2034,606,0.80
2034,4752,0.80
2037,3547,1.00
2040,1356,0.80
2040,2697,0.80
2052,1037,1.00
2066,33,0.80
2066,606,0.80
2066,643,1.00
2066,968,1.00
2066,1663,0.80
2066,1999,1.00
2066,3140,0.80
2066,3910,0.80
2066,4731,0.80
2073,1356,0.90
2074,4922,0.90
2075,944,1.00
2075,2755,0.90
2079,3723,1.00
2088,3760,0.80
2090,3920,1.00
2090,4453,0.80
2091,585,1.00
2100,1828,0.80
2103,3283,1.00
2123,4600,0.80
2128,1578,0.80
2157,1168,1.00
2162,4911,1.00
2181,3230,1.00
2186,3326,1.00
2200,185,0.80
2207,1188,0.80
2207,3124,0.80
2215,4534,1.00
2216,1257,0.80
2216,2526,1.00
2220,1140,1.00
2220,3907,0.80
2225,892,1.00
2225,1574,1.00
2225,2538,1.00
2225,3649,1.00
2229,1468,0.80
2229,3144,1.00
2230,1641,1.00
2238,760,1.00
2239,449,1.00
2239,1528,1.00
2239,4170,1.00
2248,3285,1.00
2253,4349,1.00
2263,1737,1.00
2273,3663,1.00
2273,4950,1.00
2275,4257,0.90
2281,826,0.90
2281,3135,0.90
2281,3647,0.90
2292,1728,1.00
2292,2676,0.90
2292,4607,0.90
2293,2989,1.00
2300,4718,1.00
2305,3951,0.80
2307,2210,0.80
2307,4566,0.80
2307,4881,0.80
2310,867,0.80
2311,3663,1.00
2314,2720,0.90
2326,4049,1.00
2334,2796,0.80
2346,2459,0.90
2346,2569,0.90
2358,291,1.00
2358,3663,1.00
2358,4643,1.00
2360,3163,0.80
2361,1426,1.00
2361,2823,1.00
2362,2403,1.00
2363,3213,1.00
2364,375,0.80
2364,1574,1.00
2368,4966,1.00
2372,608,0.80
2372,3835,0.80
2372,4421,1.00
2374,3734,0.90
2377,2374,1.00
2387,318,1.00
2387,1617,1.00
2398,2138,1.00
2404,2181,0.80
2418,477,1.00
2427,4126,1.00
2432,3600,1.00
2438,167,1.00
2438,462,0.80
2438,589,0.80
2438,1096,0.80
2438,1312,0.80
2438,2598,0.80
2438,3054,1.00
2438,3888,0.90
2442,1108,1.00
2453,984,0.90
2457,2781,0.80
2457,3152,1.00
2472,4775,0.90
2478,4926,1.00
2481,682,0.80
2481,3524,0.80
2496,279,1.00
2496,347,1.00
2496,3766,1.00
2496,4770,1.00
2515,1116,1.00
2515,4718,1.00
2516,469,1.00
2516,3078,1.00
2516,3173,1.00
2533,173,0.80
2533,3368,0.90
2537,3160,0.90
2541,862,1.00
2541,3956,1.00
2551,3754,1.00
2554,2482,0.90
2555,2824,1.00
2559,481,1.00
2559,747,0.80
2559,962,1.00
2559,3576,1.00
2562,4404,0.80
2568,1022,1.00
2578,1783,1.00
2602,2495,0.90
2602,2517,0.90
2605,411,1.00
2605,3614,1.00
2615,4427,1.00
2622,4205,0.80
2632,623,1.00
2632,2818,0.80
2632,4160,1.00
2651,199,0.80
2651,444,0.90
2651,1065,0.80
2651,1073,1.00
2651,1644,0.80
2651,2838,1.00
2651,3144,1.00
2651,3300,1.00
2651,3614,0.80
2651,4166,0.80
2651,4945,0.80
2651,4950,0.80
2652,4138,1.00
2655,606,1.00
2655,4173,1.00
2655,4752,1.00
2657,2084,0.90
2657,3577,0.90
2659,1253,0.80
2665,1134,0.80
2676,4182,1.00
2680,416,1.00
2680,627,0.80
2680,780,1.00
2680,1480,0.80
2680,1595,1.00
2680,2834,0.80
2680,3760,1.00
2680,3941,0.80
2680,3997,0.80
2680,4689,0.80
2691,2896,0.80
2699,686,1.00
2699,4731,1.00
2699,4982,1.00
2701,698,0.80
2701,3423,1.00
2712,3547,0.80
2717,1346,1.00
2717,1535,1.00
2717,2420,0.80
2731,2365,1.00
2734,84,1.00
2744,3078,1.00
2749,63,0.80
2752,4538,0.90
2754,2876,1.00
2757,3177,1.00
2758,2387,0.80
2768,795,1.00
2768,1824,1.00
2768,2418,0.90
2768,4218,0.90
2774,4218,0.90
2775,141,0.90
2775,3140,1.00
2775,3647,1.00
2782,644,0.80
2782,1480,1.00
2782,1583,0.80
2782,1699,1.00
2782,4543,0.80
2782,4752,1.00
2785,1200,1.00
2791,2429,1.00
2791,2746,1.00
2801,3696,1.00
2802,776,0.80
2807,66,1.00
2807,137,0.80
2807,173,1.00
2807,282,0.90
2807,612,0.80
2807,663,1.00
2807,1102,0.80
2807,1267,1.00
2807,1533,0.80
2807,1618,0.80
2807,1916,0.90
2807,1992,1.00
2807,2095,1.00
2807,2468,0.80
2807,2791,1.00
2807,3082,0.80
2807,3139,1.00
2807,3183,1.00
2807,3395,0.80
2807,3396,1.00
2807,3674,0.80
2807,3679,0.80
2807,3734,0.80
2807,3819,0.80
2807,3847,1.00
2807,3989,0.80
2807,4282,0.80
2807,4395,0.80
2807,4440,0.80
2807,4476,0.90
2807,4533,0.80
2807,4585,0.80
2807,4685,1.00
2807,4752,0.80
2807,4773,0.90
2807,4945,1.00
2824,1940,1.00
2826,3840,0.90
2826,4798,0.90
2837,66,0.90
2841,567,0.80
2841,1295,0.80
2845,3491,1.00
2859,2583,0.80
2860,2387,0.80
2878,3828,1.00
2878,4792,1.00
2886,4816,0.90
2889,2029,1.00
2890,141,0.80
2890,1257,1.00
2898,4251,1.00
2899,1145,1.00
2906,1131,0.80
2914,4099,1.00
2918,1200,1.00
2928,759,0.80
2928,1583,0.80
2928,1663,0.80
2928,2062,0.90
2928,2382,0.80
2928,2387,0.80
2928,2818,1.00
2928,2928,0.80
2928,2954,0.80
2928,3426,1.00
2928,3760,1.00
2928,4173,1.00
2928,4605,0.90
2928,4644,1.00
2928,4966,1.00
2928,4995,0.90
2940,4062,0.80
2945,846,1.00
2945,3467,1.00
2967,443,1.00
2974,1649,1.00
2977,4994,1.00
2979,759,1.00
2979,3017,1.00
2979,3677,1.00
2987,556,0.80
2987,3063,0.80
2991,1975,1.00
2991,2929,1.00
2999,63,0.80
2999,79,0.80
2999,294,0.80
2999,375,0.90
2999,759,0.80
2999,803,1.00
2999,879,0.90
2999,924,0.80
2999,1734,0.80
2999,2153,0.80
2999,2412,0.80
2999,2711,0.80
2999,2883,1.00
2999,2915,0.80
2999,3183,0.80
2999,3547,1.00
2999,3735,1.00
2999,3769,0.80
2999,3950,0.80
2999,4597,0.80
2999,4760,0.80
2999,4924,1.00
3008,1364,1.00
3008,1487,0.80
3008,2447,1.00
3008,3760,0.80
3008,3785,1.00
3008,4173,0.80
3008,4870,0.90
3019,2347,0.90
3019,3910,1.00
3022,606,1.00
3022,2435,1.00
3022,4094,1.00
3022,4752,0.80
3027,1115,0.80
3027,3399,1.00
3034,4388,1.00
3037,4733,1.00
3045,2959,1.00
3045,3460,0.80
3045,4188,1.00
3051,1687,0.80
3052,3368,0.90
3052,4910,0.80
3054,4044,1.00
3064,1781,1.00
3065,1157,0.90
3067,1457,0.80
3078,861,0.90
3078,1037,1.00
3078,1457,0.80
3078,1979,1.00
3078,2717,0.90
3084,158,1.00
3084,1102,1.00
3084,3130,1.00
3084,4042,1.00
3084,4410,1.00
3084,4944,1.00
3087,1,1.00
3089,2526,1.00
3094,191,0.90
3094,598,0.90
3094,1727,0.90
3095,1422,0.90
3095,1831,0.80
3095,2173,0.80
3095,2462,0.80
3095,2573,0.80
3095,3706,0.80
3114,1886,1.00
3121,4864,1.00
3125,1200,1.00
3131,2387,0.80
3132,3139,0.90
3136,2876,1.00
3142,4865,1.00
3143,1393,1.00
3157,333,1.00
3169,1544,0.80
3170,4983,0.80
3172,1457,0.80
3173,2064,1.00
3178,4321,1.00
3188,4500,1.00
3189,2775,1.00
3189,4453,1.00
3194,220,1.00
3207,1911,0.80
3210,1892,1.00
3213,2617,0.80
3213,3785,0.80
3217,2303,1.00
3224,530,0.80
3224,2387,0.80
3229,1200,1.00
3231,798,0.90
3235,1602,1.00
3235,2837,0.90
3252,1031,0.90
3252,2813,1.00
3267,1393,1.00
3267,1816,1.00
3267,2191,1.00
3282,446,0.80
3286,2387,0.80
3288,3683,1.00
3304,606,1.00
3308,3368,0.90
3314,2814,0.90
3314,2949,1.00
3316,2390,1.00
3317,4545,0.90
3326,2824,1.00
3334,3859,1.00
3334,4355,1.00
3334,4641,1.00
3341,58,0.90
3341,1678,0.90
3341,2391,0.90
3341,4888,1.00
3341,4950,1.00
3352,173,1.00
3352,606,0.80
3352,1102,1.00
3352,2828,0.80
3352,2910,0.80
3352,2983,1.00
3352,4173,0.80
3352,4605,1.00
3359,889,0.90
3359,4048,0.90
3386,2767,1.00
3387,66,0.90
3387,960,0.80
3387,1010,1.00
3387,1861,0.80
3387,2090,1.00
3387,2125,1.00
3387,2526,1.00
3387,3117,0.80
3387,4118,0.90
3395,4003,0.80
3395,4450,0.90
3404,2506,1.00
3407,3669,1.00
3409,1462,0.80
3414,492,1.00
3419,2023,1.00
3425,4091,0.80
3430,4126,1.00
3431,127,1.00
3441,606,1.00
3447,1393,1.00
3447,1501,0.80
3447,4044,1.00
3452,1948,0.90
3456,2061,0.80
3456,2956,0.80
3456,4099,1.00
3456,4959,0.80
3466,1892,1.00
3477,1974,1.00
3481,1,1.00
3481,2414,0.90
3481,3420,0.80
3481,4849,1.00
3493,3119,1.00
3494,2449,1.00
3510,503,1.00
3510,738,1.00
3550,310,0.90
3554,411,0.90
3554,2385,1.00
3554,3877,0.80
3554,4806,0.90
3557,4127,1.00
3574,3599,0.80
3579,4657,1.00
3582,4423,1.00
3583,1179,0.80
3589,1481,0.80
3591,1617,1.00
3599,375,1.00
3599,907,0.80
3599,1029,0.80
3599,2447,0.90
3599,4205,1.00
3606,420,0.80
3611,1892,1.00
3618,2206,1.00
3622,3970,1.00
3634,546,0.90
3634,4911,0.90
3635,3329,0.90
3638,3547,1.00
3641,375,0.90
3641,4115,1.00
3650,2238,0.90
3650,3760,0.90
3650,4240,0.80
3653,897,1.00
3653,2078,0.90
3660,393,0.80
3676,141,1.00
3681,1469,0.80
3689,1551,0.80
3695,1257,1.00
3695,4707,1.00
3698,586,1.00
3709,279,0.90
3709,4267,0.90
3709,4282,0.90
3717,747,0.80
3717,1613,0.80
3718,366,1.00
3727,206,1.00
3730,447,0.80
3730,4467,0.80
3737,219,0.80
3737,895,0.80
3737,907,1.00
3737,4459,1.00
3743,1604,1.00
3743,2792,0.80
3743,3609,0.80
3743,4521,0.80
3748,4043,1.00
3758,467,1.00
3758,1749,0.80
3758,1765,1.00
3758,3170,0.80
3758,3614,0.90
3758,4122,0.90
3758,4287,1.00
3761,420,1.00
3761,1890,0.80
3761,3473,0.80
3773,630,1.00
3778,598,1.00
3782,3511,0.80
3789,104,1.00
3789,798,0.90
3789,3758,1.00
3789,4605,0.90
3789,4702,1.00
3795,382,0.80
3795,435,0.80
3795,540,0.80
3795,4163,0.80
3800,3833,0.80
3801,2668,1.00
3801,3614,0.90
3802,158,1.00
3802,3491,1.00
3803,3022,0.90
3804,803,1.00
3804,1719,1.00
3807,3727,0.80
3817,4070,1.00
3818,1861,1.00
3823,1253,1.00
3823,1461,0.80
3823,1617,1.00
3823,2156,0.80
3823,3315,0.80
3832,2387,0.80
3837,116,0.80
3837,2828,1.00
3837,4783,0.80
3839,868,1.00
3841,1737,1.00
3841,2064,1.00
3844,1010,0.90
3844,4160,0.90
3845,28,1.00
3845,437,1.00
3845,465,0.80
3845,541,1.00
3845,628,0.80
3845,629,0.80
3845,790,0.80
3845,1277,1.00
3845,1393,1.00
3845,1461,1.00
3845,1617,1.00
3845,1831,0.80
3845,1860,0.80
3845,2055,0.80
3845,2124,0.80
3845,2367,0.80
3845,2594,1.00
3845,2676,1.00
3845,2834,1.00
3845,2883,1.00
3845,3017,0.80
3845,3233,1.00
3845,3695,0.80
3845,3925,1.00
3845,4143,0.80
3845,4509,1.00
3845,4708,1.00
3845,4752,1.00
3845,4766,0.80
3846,1214,0.80
3847,429,0.80
3847,598,0.80
3847,638,1.00
3847,1356,0.90
3847,1687,1.00
3847,1784,0.90
3847,3044,1.00
3847,3085,0.80
3847,4044,1.00
3853,173,0.80
3854,561,0.90
3859,133,1.00
3859,1240,0.90
3859,2173,0.80
3859,3676,0.90
3859,4062,1.00
3859,4597,0.80
3861,2387,0.80
3867,3099,0.90
3867,4575,0.90
3894,207,1.00
3894,1994,0.80
3894,2770,0.80
3894,3279,0.80
3909,3063,0.80
3909,4404,0.80
3912,733,1.00
3912,2236,0.80
3930,2778,1.00
3932,598,1.00
3938,3670,1.00
3938,4652,0.90
3942,1892,0.90
3942,3677,0.90
3953,70,1.00
3954,2277,0.90
3955,1487,0.80
3956,2739,0.90
3956,4594,0.90
3964,546,1.00
3964,2959,1.00
3967,2064,1.00
3985,1460,0.80
3985,3609,1.00
3985,4257,1.00
3999,585,1.00
4011,3828,1.00
4018,3607,1.00
4018,4084,1.00
4029,1393,0.80
4030,4703,0.80
4036,2631,0.80
4036,3455,1.00
4043,158,0.80
4058,1746,0.80
4058,2336,1.00
4074,2242,1.00
4077,1500,0.90
4078,4771,0.80
4079,1246,1.00
4080,2014,0.90
4084,1858,0.90
4086,987,0.90
4087,331,1.00
4087,1438,0.80
4087,1975,1.00
4087,2332,1.00
4087,2482,1.00
4088,4044,1.00
4090,1732,1.00
4101,1986,1.00
4101,4127,0.90
4103,2954,1.00
4105,1129,0.90
4111,2387,0.80
4113,5,1.00
4113,33,0.90
4113,1257,0.90
4113,1663,0.90
4113,3828,1.00
4115,2195,1.00
4115,2664,1.00
4115,4064,1.00
4117,3295,1.00
4121,4427,0.90
4122,962,0.90
4122,1022,1.00
4122,1077,0.90
4122,1411,0.90
4122,2903,0.80
4122,3195,1.00
4122,3847,0.80
4122,4538,0.90
4125,2563,1.00
4125,3040,1.00
4128,1805,0.90
4128,2106,0.90
4128,3326,1.00
4128,4865,1.00
4130,1838,1.00
4138,3486,1.00
4154,4599,1.00
4162,1931,0.80
4162,4542,0.80
4167,738,1.00
4167,3491,0.90
4167,3661,0.90
4167,4043,0.90
4170,4640,1.00
4174,2613,1.00
4179,1002,1.00
4184,3735,0.80
4188,176,1.00
4192,1043,1.00
4194,1715,1.00
4194,3970,0.80
4194,4990,0.90
4196,201,0.90
4203,4467,1.00
4211,1346,0.90
4211,2125,1.00
4211,2792,0.80
4213,1188,0.80
4213,1257,1.00
4215,823,1.00
4215,3155,1.00
4219,234,1.00
4226,3578,1.00
4228,1831,1.00
4228,2883,1.00
4242,2387,0.80
4243,252,1.00
4268,12,1.00
4268,3117,0.80
4271,1,1.00
4274,1169,1.00
4274,3658,0.80
4276,2084,1.00
4288,3236,1.00
4289,745,0.90
4289,1885,0.90
4289,2246,1.00
4289,3448,1.00
4289,3649,0.90
4290,1891,1.00
4297,1234,0.80
4297,2138,1.00
4297,4993,1.00
4301,3826,1.00
4324,76,0.80
4324,2382,0.90
4324,3099,0.90
4324,4016,0.90
4326,1181,0.90
4334,3066,0.80
4335,3401,1.00
4335,4633,1.00
